Part ID,Part Name,Specification,Manufacturer,O_Bar_Code,Licence_Number,Price,Quantity,Category,F_Bar_Code
P1538,Spark Plug,Spec 538,Manufacturer C,2930082681,LIC7337,263.3,34,Brake Pad,6.07283E+13
P1539,Alternator,Spec 539,Manufacturer C,3260592043,LIC9098,253.99,39,Alternator,
P1540,Spark Plug,Spec 540,Manufacturer B,9304313807,LIC8346,296.61,88,Tire,4.76792E+13
P1541,Battery,Spec 541,Manufacturer A,9584848039,LIC8058,350.18,64,Battery,3.70454E+13
P1542,Alternator,Spec 542,Manufacturer B,2666366706,LIC6808,475.98,49,Alternator,2.65578E+13
P1543,Brake Pad,Spec 543,Manufacturer A,4801757870,LIC7458,161.62,29,Spark Plug,4.13751E+13
P1544,Tire,Spec 544,Manufacturer C,4804563657,LIC3388,53.43,94,Spark Plug,1.09908E+13
P1545,Alternator,Spec 545,Manufacturer B,3721816478,LIC7809,465.49,11,Engine,7.36925E+13
P1546,Battery,Spec 546,Manufacturer B,2879001814,LIC7768,138.1,40,Tire,3.3757E+13
P1547,Spark Plug,Spec 547,Manufacturer C,5704394776,LIC5401,328.41,42,Brake Pad,4.79797E+13
P1548,Battery,Spec 548,Manufacturer B,4638181943,LIC9987,342.95,52,Tire,6.00073E+13
P1549,Battery,Spec 549,Manufacturer C,9154107828,LIC1596,81.17,9,Alternator,
P1550,Alternator,Spec 550,Manufacturer B,6125233979,LIC3698,302.12,31,Engine,2.293E+13
P1551,Battery,Spec 551,Manufacturer B,9228675670,LIC4096,95.64,94,Brake Pad,9.5211E+13
P1552,Brake Pad,Spec 552,Manufacturer A,3907068319,LIC8771,107.86,19,Spark Plug,5.94594E+13
P1553,Spark Plug,Spec 553,Manufacturer A,2154309635,LIC8069,471.73,49,Spark Plug,5.30979E+13
P1554,Spark Plug,Spec 554,Manufacturer B,3691230924,LIC6019,418.86,19,Tire,2.15844E+13
P1555,Alternator,Spec 555,Manufacturer B,1672465281,LIC7286,213.97,95,Tire,7.37391E+13
P1556,Brake Pad,Spec 556,Manufacturer C,5354406564,LIC8973,475.77,81,Engine,1.25116E+13
P1557,Brake Pad,Spec 557,Manufacturer B,7193751142,LIC9096,249.64,32,Spark Plug,6.49582E+12
P1558,Tire,Spec 558,Manufacturer A,8893019006,LIC6332,479.93,53,Engine,9.57209E+13
P1559,Alternator,Spec 559,Manufacturer B,6983107837,LIC2725,412.73,68,Engine,7.66635E+13
P1560,Engine,Spec 560,Manufacturer C,3310600699,LIC6773,134.99,80,Engine,7.13673E+13
P1561,Battery,Spec 561,Manufacturer C,4719568750,LIC5990,199.57,13,Battery,6.35432E+13
P1562,Brake Pad,Spec 562,Manufacturer A,7229819896,LIC2367,466.06,39,Engine,2.42518E+13
P1563,Tire,Spec 563,Manufacturer A,2544325765,LIC1189,103.54,17,Brake Pad,9.04248E+13
P1564,Spark Plug,Spec 564,Manufacturer C,3556264877,LIC4774,380.42,100,Battery,7.80301E+13
P1565,Spark Plug,Spec 565,Manufacturer A,9535408041,LIC2414,349.12,91,Alternator,8.84751E+13
P1566,Brake Pad,Spec 566,Manufacturer C,2150555325,LIC4932,454.78,48,Alternator,
P1567,Brake Pad,Spec 567,Manufacturer A,2526323552,LIC6099,334.04,9,Engine,3.8277E+13
P1568,Spark Plug,Spec 568,Manufacturer A,6493679073,LIC2290,395.07,2,Spark Plug,5.13378E+13
P1569,Engine,Spec 569,Manufacturer B,9544702737,LIC2262,280.65,77,Alternator,
P1570,Alternator,Spec 570,Manufacturer A,8737566967,LIC5939,124.88,82,Brake Pad,8.21233E+13
P1571,Engine,Spec 571,Manufacturer A,6029720244,LIC9313,350.13,89,Tire,5.15747E+13
P1572,Tire,Spec 572,Manufacturer B,4208630775,LIC7142,84.54,98,Alternator,3.34072E+13
P1573,Battery,Spec 573,Manufacturer C,7834849760,LIC3566,162.18,9,Alternator,9.69277E+13
P1574,Engine,Spec 574,Manufacturer A,4077912095,LIC7530,251.89,43,Alternator,3.51812E+13
P1575,Tire,Spec 575,Manufacturer B,8518596662,LIC1217,266.84,28,Tire,
P1576,Brake Pad,Spec 576,Manufacturer C,5489514023,LIC9627,298.43,66,Brake Pad,
P1577,Alternator,Spec 577,Manufacturer B,5809571415,LIC3759,292.64,18,Brake Pad,
P1578,Spark Plug,Spec 578,Manufacturer C,5701021799,LIC5347,231.64,28,Tire,
P1579,Tire,Spec 579,Manufacturer A,1030981672,LIC4474,394.99,32,Engine,
P1580,Alternator,Spec 580,Manufacturer B,2479133560,LIC6990,222.89,78,Engine,
P1581,Tire,Spec 581,Manufacturer A,9408065956,LIC2844,304.83,85,Brake Pad,
P1582,Engine,Spec 582,Manufacturer C,1932574107,LIC7387,105.81,16,Spark Plug,7.45248E+13
P1583,Brake Pad,Spec 583,Manufacturer B,8686841718,LIC7554,107.58,98,Battery,8.66599E+12
P1584,Engine,Spec 584,Manufacturer C,7446011696,LIC9215,206.96,77,Spark Plug,6.79497E+13
P1585,Brake Pad,Spec 585,Manufacturer A,9646244657,LIC5055,369.88,78,Tire,5.65763E+13
P1586,Engine,Spec 586,Manufacturer B,2010657065,LIC7524,408.5,57,Alternator,
P1587,Battery,Spec 587,Manufacturer B,6417705723,LIC1249,246.63,38,Spark Plug,6.47818E+13
P1588,Alternator,Spec 588,Manufacturer B,4680666164,LIC9319,236.49,89,Spark Plug,
P1589,Tire,Spec 589,Manufacturer B,3529140887,LIC6718,251.24,90,Battery,3.73843E+13
P1590,Alternator,Spec 590,Manufacturer A,7266712609,LIC3080,143.48,42,Tire,
P1591,Spark Plug,Spec 591,Manufacturer C,5396464765,LIC6045,321.48,56,Battery,6.8732E+13
P1592,Alternator,Spec 592,Manufacturer A,4930148754,LIC9055,74.15,1,Battery,2.84152E+13
P1593,Battery,Spec 593,Manufacturer C,5387258097,LIC1122,308.03,15,Engine,3.38345E+13
P1594,Engine,Spec 594,Manufacturer B,9458290675,LIC5480,334.91,87,Alternator,3.94117E+13
P1595,Brake Pad,Spec 595,Manufacturer B,6323930363,LIC2683,127.55,75,Engine,9.30704E+13
P1596,Spark Plug,Spec 596,Manufacturer A,1613858588,LIC9585,85.15,41,Spark Plug,7.45119E+13
P1597,Spark Plug,Spec 597,Manufacturer C,3735455261,LIC5284,315.06,93,Tire,2.96098E+12
P1598,Battery,Spec 598,Manufacturer C,5997445278,LIC3415,288.95,16,Spark Plug,3.41653E+12
P1599,Brake Pad,Spec 599,Manufacturer A,6690372608,LIC9100,376.9,34,Battery,8.653E+13
P1600,Engine,Spec 600,Manufacturer C,6547569240,LIC5501,150.51,93,Engine,4.90567E+13
P1601,Alternator,Spec 601,Manufacturer B,6932425215,LIC7400,206.58,15,Alternator,9.74171E+13
P1602,Engine,Spec 602,Manufacturer C,6609151899,LIC2477,394.2,64,Tire,4.66496E+13
P1603,Battery,Spec 603,Manufacturer B,9665450855,LIC7518,183.08,47,Spark Plug,7.91754E+13
P1604,Spark Plug,Spec 604,Manufacturer A,4437951101,LIC5053,249.4,81,Brake Pad,6.36882E+13
P1605,Battery,Spec 605,Manufacturer B,4428828585,LIC9161,126.87,80,Battery,
P1606,Engine,Spec 606,Manufacturer C,5326625946,LIC6172,419.84,50,Battery,9.86472E+13
P1607,Alternator,Spec 607,Manufacturer A,4576738476,LIC7488,395.13,100,Spark Plug,5.61184E+12
P1608,Engine,Spec 608,Manufacturer C,4816033083,LIC9351,232.59,48,Tire,
P1609,Spark Plug,Spec 609,Manufacturer C,8728455072,LIC7315,150.22,47,Battery,3.56567E+13
P1610,Tire,Spec 610,Manufacturer C,9249123517,LIC7136,384.84,96,Alternator,
P1611,Tire,Spec 611,Manufacturer C,4715370758,LIC2514,274.84,81,Engine,8.67573E+13
P1612,Tire,Spec 612,Manufacturer C,6031345891,LIC8152,132.33,72,Brake Pad,6.95303E+13
P1613,Battery,Spec 613,Manufacturer C,3887034123,LIC9057,325.88,66,Brake Pad,1.75015E+13
P1614,Engine,Spec 614,Manufacturer C,8751446439,LIC7240,499.45,51,Brake Pad,
P1615,Alternator,Spec 615,Manufacturer B,9792015904,LIC1381,423.53,77,Alternator,6.90952E+13
P1616,Tire,Spec 616,Manufacturer B,9683854901,LIC3083,143.95,61,Alternator,6.21637E+13
P1617,Spark Plug,Spec 617,Manufacturer C,8639437670,LIC7752,103.34,40,Engine,1.29351E+13
P1618,Spark Plug,Spec 618,Manufacturer B,1532838453,LIC9981,110.29,81,Tire,1.71814E+13
P1619,Engine,Spec 619,Manufacturer C,5352847200,LIC3157,111.52,74,Alternator,8.07116E+13
P1620,Brake Pad,Spec 620,Manufacturer C,3147216533,LIC5072,219.28,88,Tire,9.79459E+13
P1621,Brake Pad,Spec 621,Manufacturer A,9040569543,LIC4364,227.24,22,Tire,3.50746E+13
P1622,Battery,Spec 622,Manufacturer B,6621492401,LIC4594,456.82,63,Brake Pad,2.41375E+13
P1623,Battery,Spec 623,Manufacturer C,7939337409,LIC5596,402.08,9,Brake Pad,8.48985E+13
P1624,Alternator,Spec 624,Manufacturer A,6218258409,LIC5684,382.21,13,Engine,9.30383E+13
P1625,Brake Pad,Spec 625,Manufacturer A,3758187488,LIC4465,379.55,95,Brake Pad,1.41394E+13
P1626,Tire,Spec 626,Manufacturer A,3746664480,LIC3388,216.2,76,Battery,3.05641E+13
P1627,Battery,Spec 627,Manufacturer C,7694326500,LIC6275,456.91,59,Spark Plug,8.69566E+13
P1628,Tire,Spec 628,Manufacturer A,9975008409,LIC4475,221.85,32,Engine,1.45415E+13
P1629,Spark Plug,Spec 629,Manufacturer A,7513501150,LIC2116,170.07,91,Alternator,7.92228E+13
P1630,Tire,Spec 630,Manufacturer A,6382960528,LIC7989,439.33,6,Alternator,5.78226E+13
P1631,Engine,Spec 631,Manufacturer C,5392652263,LIC1298,349.16,67,Spark Plug,6.28517E+13
P1632,Spark Plug,Spec 632,Manufacturer B,7651794834,LIC5370,57.91,4,Alternator,9.19653E+13
P1633,Battery,Spec 633,Manufacturer B,4493095930,LIC9626,479.46,64,Tire,4.89824E+13
P1634,Tire,Spec 634,Manufacturer C,4781040155,LIC7128,251.08,90,Engine,4.3331E+12
P1635,Engine,Spec 635,Manufacturer A,9389277616,LIC1883,62.37,48,Battery,7.14047E+13
P1636,Tire,Spec 636,Manufacturer B,8372706379,LIC2285,167.58,12,Engine,9.61098E+13
P1637,Engine,Spec 637,Manufacturer A,6214556246,LIC3037,227.79,94,Alternator,4.3226E+13
P1638,Battery,Spec 638,Manufacturer C,2655006223,LIC5012,58.9,43,Alternator,9.85152E+13
P1639,Tire,Spec 639,Manufacturer A,7214433506,LIC8136,162.03,31,Tire,
P1640,Tire,Spec 640,Manufacturer A,8284841344,LIC7995,281.47,95,Spark Plug,
P1641,Battery,Spec 641,Manufacturer C,8162680409,LIC8427,327.44,30,Engine,
P1642,Alternator,Spec 642,Manufacturer A,5291348460,LIC2142,251.64,21,Spark Plug,
P1643,Engine,Spec 643,Manufacturer A,6974053559,LIC6406,405.68,93,Engine,
P1644,Brake Pad,Spec 644,Manufacturer A,3962031970,LIC8087,306.8,14,Engine,
P1645,Alternator,Spec 645,Manufacturer B,9791126928,LIC5492,164.42,36,Engine,
P1646,Brake Pad,Spec 646,Manufacturer C,2631262469,LIC5815,303.35,35,Spark Plug,9.97459E+12
P1647,Spark Plug,Spec 647,Manufacturer B,4140306888,LIC5311,490.41,56,Engine,5.20311E+13
P1648,Brake Pad,Spec 648,Manufacturer C,3045721448,LIC9278,336.9,61,Spark Plug,9.62223E+13
P1649,Engine,Spec 649,Manufacturer C,6016327987,LIC9668,477.89,68,Spark Plug,1.46088E+13
P1650,Battery,Spec 650,Manufacturer C,8428108464,LIC4899,105.67,9,Battery,5.55473E+13
P1651,Battery,Spec 651,Manufacturer B,9787515476,LIC8203,126.81,71,Spark Plug,2.80809E+13
P1652,Engine,Spec 652,Manufacturer B,2662935450,LIC7122,454.44,53,Engine,8.68983E+13
P1653,Engine,Spec 653,Manufacturer B,7998197789,LIC9614,205.31,80,Battery,4.14474E+13
P1654,Alternator,Spec 654,Manufacturer C,2002342487,LIC1313,465.05,17,Tire,9.71297E+13
P1655,Alternator,Spec 655,Manufacturer B,3604964706,LIC6984,342.21,26,Battery,7.55121E+13
P1656,Brake Pad,Spec 656,Manufacturer A,4806293405,LIC8268,125.12,57,Engine,9.07338E+13
P1657,Alternator,Spec 657,Manufacturer C,3912913861,LIC5125,155.26,67,Engine,6.04316E+13
P1658,Brake Pad,Spec 658,Manufacturer B,9260526747,LIC9451,185.03,95,Alternator,9.87437E+13
P1659,Battery,Spec 659,Manufacturer A,4449650970,LIC9025,293.83,99,Battery,1.74019E+13
P1660,Tire,Spec 660,Manufacturer C,4227754567,LIC8903,334.5,37,Tire,6.46244E+13
P1661,Alternator,Spec 661,Manufacturer A,3471537446,LIC9612,245.37,13,Alternator,
P1662,Tire,Spec 662,Manufacturer A,5592057096,LIC1585,185.45,74,Spark Plug,4.21851E+13
P1663,Tire,Spec 663,Manufacturer A,7819879424,LIC2649,263.72,68,Tire,6.42877E+13
P1664,Alternator,Spec 664,Manufacturer A,9499477195,LIC7738,406.88,4,Spark Plug,5.84404E+13
P1665,Engine,Spec 665,Manufacturer B,8680755404,LIC4892,229.29,51,Brake Pad,1.26576E+12
P1666,Tire,Spec 666,Manufacturer B,5494342411,LIC4294,102.13,39,Brake Pad,7.02369E+13
P1667,Engine,Spec 667,Manufacturer B,5872255828,LIC2462,393.06,20,Engine,6.5279E+13
P1668,Tire,Spec 668,Manufacturer C,8076726160,LIC2342,469.06,30,Brake Pad,5.00893E+13
P1669,Battery,Spec 669,Manufacturer A,3080504467,LIC4169,275.1,44,Alternator,1.16801E+13
P1670,Battery,Spec 670,Manufacturer A,1457769961,LIC5035,467.31,64,Tire,6.522E+13
P1671,Spark Plug,Spec 671,Manufacturer A,7095532641,LIC1455,152.81,40,Tire,2.04784E+13
P1672,Brake Pad,Spec 672,Manufacturer C,2027319815,LIC5553,86.62,34,Engine,7.19842E+13
P1673,Alternator,Spec 673,Manufacturer C,5562452841,LIC3225,106.4,32,Spark Plug,6.29048E+13
P1674,Battery,Spec 674,Manufacturer A,8996386438,LIC8649,465.54,44,Battery,7.21455E+13
P1675,Battery,Spec 675,Manufacturer C,1118017400,LIC8402,455.15,4,Spark Plug,3.24584E+13
P1676,Spark Plug,Spec 676,Manufacturer C,8529340937,LIC7782,217.11,56,Engine,
P1677,Engine,Spec 677,Manufacturer A,6346439717,LIC9825,323.54,16,Engine,
P1678,Battery,Spec 678,Manufacturer B,2894078345,LIC8233,69.07,50,Brake Pad,8.49699E+13
P1679,Tire,Spec 679,Manufacturer C,4810896816,LIC9284,437.63,2,Tire,1.63742E+13
P1680,Alternator,Spec 680,Manufacturer B,7630984491,LIC3057,103.94,84,Engine,4.51786E+13
P1681,Tire,Spec 681,Manufacturer B,3297703052,LIC6136,258.53,77,Battery,
P1682,Battery,Spec 682,Manufacturer B,1314108360,LIC3156,268.86,100,Tire,5.80741E+12
P1683,Brake Pad,Spec 683,Manufacturer B,9169864899,LIC7328,209.06,8,Battery,4.06497E+13
P1684,Engine,Spec 684,Manufacturer B,2945465281,LIC2115,316.26,86,Battery,5.57553E+13
P1685,Engine,Spec 685,Manufacturer C,1509218448,LIC2565,374.61,98,Brake Pad,1.372E+13
P1686,Brake Pad,Spec 686,Manufacturer A,4440677006,LIC2515,452.61,50,Alternator,1.03539E+13
P1687,Spark Plug,Spec 687,Manufacturer B,8737837259,LIC8207,55.03,81,Battery,5.42898E+13
P1688,Battery,Spec 688,Manufacturer B,3168388343,LIC7091,130.96,36,Spark Plug,7.99898E+13
P1689,Brake Pad,Spec 689,Manufacturer B,4927607190,LIC7516,100.16,62,Battery,1.79702E+13
P1690,Brake Pad,Spec 690,Manufacturer B,9850250058,LIC3910,438.78,69,Tire,1.5934E+13
P1691,Brake Pad,Spec 691,Manufacturer C,4558648012,LIC9316,104.86,1,Battery,
P1692,Engine,Spec 692,Manufacturer A,6873188822,LIC3989,355.06,83,Battery,2.8904E+13
P1693,Tire,Spec 693,Manufacturer A,6712489637,LIC5039,352.11,6,Engine,2.92113E+13
P1694,Brake Pad,Spec 694,Manufacturer C,1503353331,LIC2355,116.07,65,Brake Pad,7.48077E+13
P1695,Brake Pad,Spec 695,Manufacturer C,6712667229,LIC1596,89.1,33,Alternator,6.05019E+13
P1696,Brake Pad,Spec 696,Manufacturer A,9318046143,LIC6523,376.6,36,Spark Plug,3.15614E+12
P1697,Engine,Spec 697,Manufacturer C,2839515577,LIC9806,263.45,29,Brake Pad,7.33423E+12
P1698,Alternator,Spec 698,Manufacturer B,5588855339,LIC5715,193.74,45,Brake Pad,3.3795E+13
P1699,Tire,Spec 699,Manufacturer A,1740099175,LIC3203,166.28,72,Battery,8.06135E+13
P1700,Battery,Spec 700,Manufacturer C,3596239279,LIC6834,57.64,32,Engine,5.2346E+13
P1701,Alternator,Spec 701,Manufacturer B,9174716047,LIC7064,174.46,96,Tire,3.21024E+13
P1702,Brake Pad,Spec 702,Manufacturer B,2822470175,LIC1254,340.33,85,Brake Pad,
P1703,Alternator,Spec 703,Manufacturer C,6708475355,LIC4937,91.64,10,Tire,
P1704,Spark Plug,Spec 704,Manufacturer A,1146455647,LIC7108,329.99,6,Tire,
P1705,Brake Pad,Spec 705,Manufacturer C,4948532704,LIC2219,127.78,80,Engine,
P1706,Engine,Spec 706,Manufacturer A,3259062238,LIC5015,239.76,1,Engine,
P1707,Brake Pad,Spec 707,Manufacturer B,6225813958,LIC5179,119.73,72,Battery,
P1708,Brake Pad,Spec 708,Manufacturer C,6908497283,LIC9240,468.21,79,Engine,
P1709,Alternator,Spec 709,Manufacturer B,7897322765,LIC8553,142.81,73,Engine,
P1710,Alternator,Spec 710,Manufacturer C,1037442353,LIC3737,385.24,81,Alternator,
P1711,Tire,Spec 711,Manufacturer A,3869399872,LIC6575,472.78,6,Spark Plug,
P1712,Tire,Spec 712,Manufacturer C,8430736442,LIC8449,254.4,47,Tire,
P1713,Engine,Spec 713,Manufacturer B,6389411016,LIC9802,89.44,82,Alternator,7.73096E+13
P1714,Brake Pad,Spec 714,Manufacturer C,2032065694,LIC7349,255.41,38,Tire,8.91124E+13
P1715,Spark Plug,Spec 715,Manufacturer A,2574449590,LIC7424,270.32,93,Engine,5.03632E+13
P1716,Engine,Spec 716,Manufacturer C,3841212710,LIC6067,378.97,100,Brake Pad,6.54546E+13
P1717,Battery,Spec 717,Manufacturer B,9159033592,LIC9472,74.51,95,Battery,8.41195E+13
P1718,Battery,Spec 718,Manufacturer B,1348924109,LIC7977,390.89,12,Engine,2.54877E+13
P1719,Tire,Spec 719,Manufacturer A,8343567680,LIC3670,294.76,45,Brake Pad,3.972E+13
P1720,Brake Pad,Spec 720,Manufacturer A,3108004074,LIC7831,258.45,47,Battery,4.71713E+13
P1721,Engine,Spec 721,Manufacturer A,1065906665,LIC5512,87.05,68,Engine,3.48996E+13
P1722,Brake Pad,Spec 722,Manufacturer B,6084679126,LIC5136,73.15,15,Spark Plug,8.94215E+13
P1723,Battery,Spec 723,Manufacturer A,7047144325,LIC1081,370.35,74,Spark Plug,9.0107E+13
P1724,Battery,Spec 724,Manufacturer B,4405212247,LIC6378,156.04,6,Engine,5.72353E+13
P1725,Engine,Spec 725,Manufacturer B,2716551775,LIC6364,403.42,70,Engine,
P1726,Battery,Spec 726,Manufacturer C,2127610911,LIC3679,237.14,14,Tire,
P1727,Engine,Spec 727,Manufacturer C,9627323190,LIC6331,139.74,23,Engine,2.48952E+13
P1728,Spark Plug,Spec 728,Manufacturer B,8024987467,LIC4020,491.17,78,Engine,8.14077E+13
P1729,Brake Pad,Spec 729,Manufacturer C,7663133019,LIC3715,477.16,55,Brake Pad,4.88004E+13
P1730,Alternator,Spec 730,Manufacturer B,3916532297,LIC3447,105.86,18,Engine,7.48894E+13
P1731,Battery,Spec 731,Manufacturer B,8243623703,LIC2138,263.72,5,Spark Plug,2.02697E+13
P1732,Tire,Spec 732,Manufacturer C,6421195120,LIC7771,296.74,91,Battery,7.97523E+13
P1733,Tire,Spec 733,Manufacturer B,3199690722,LIC6036,233.31,39,Brake Pad,3.22953E+13
P1734,Spark Plug,Spec 734,Manufacturer A,4994153175,LIC2009,397.64,31,Battery,1.86501E+13
P1735,Engine,Spec 735,Manufacturer A,1831937032,LIC4508,217.15,42,Spark Plug,1.55617E+13
P1736,Tire,Spec 736,Manufacturer A,5713864032,LIC2705,418.07,76,Alternator,7.10128E+13
P1737,Alternator,Spec 737,Manufacturer C,7668658793,LIC5150,117.31,23,Battery,8.15123E+13
P1738,Spark Plug,Spec 738,Manufacturer C,1374025477,LIC4224,216.13,62,Tire,2.40423E+13
P1739,Alternator,Spec 739,Manufacturer A,8182744414,LIC1358,467.64,46,Brake Pad,1.79415E+13
P1740,Spark Plug,Spec 740,Manufacturer A,7410407515,LIC1653,79.89,59,Tire,4.03918E+13
P1741,Engine,Spec 741,Manufacturer A,1127615633,LIC1624,337.09,82,Alternator,5.60312E+13
P1742,Engine,Spec 742,Manufacturer A,2225354413,LIC8188,290.75,38,Engine,2.03952E+13
P1743,Tire,Spec 743,Manufacturer C,8911300432,LIC9228,466.44,14,Tire,6.20416E+12
P1744,Spark Plug,Spec 744,Manufacturer B,6372248767,LIC5554,256.17,61,Engine,
P1745,Brake Pad,Spec 745,Manufacturer C,9803161562,LIC5649,381.39,9,Tire,
P1746,Spark Plug,Spec 746,Manufacturer B,7953048369,LIC9072,60.25,17,Spark Plug,7.7568E+12
P1747,Tire,Spec 747,Manufacturer C,4167522522,LIC3289,155.77,18,Brake Pad,1.62203E+13
P1748,Engine,Spec 748,Manufacturer C,9565178926,LIC3418,149.09,78,Battery,5.61714E+13
P1749,Brake Pad,Spec 749,Manufacturer A,7047239831,LIC2550,200.5,53,Tire,6.13886E+13
P1750,Alternator,Spec 750,Manufacturer C,8819840856,LIC6674,261.21,41,Battery,1.85127E+13
P1751,Brake Pad,Spec 751,Manufacturer C,9668899589,LIC3584,209.99,71,Battery,5.08361E+13
P1752,Alternator,Spec 752,Manufacturer A,5946026430,LIC7646,463.46,76,Alternator,9.92954E+13
P1753,Alternator,Spec 753,Manufacturer B,4150339456,LIC8303,171.47,88,Tire,9.71963E+12
P1754,Engine,Spec 754,Manufacturer B,1498569780,LIC6374,295.59,7,Tire,6.37883E+13
P1755,Engine,Spec 755,Manufacturer A,7787589359,LIC2271,400.86,74,Engine,5.83865E+13
P1756,Alternator,Spec 756,Manufacturer B,1765052592,LIC8663,398.58,36,Spark Plug,3.03127E+13
P1757,Tire,Spec 757,Manufacturer C,4153271208,LIC1067,78.15,41,Tire,2.20008E+13
P1758,Battery,Spec 758,Manufacturer A,5373883143,LIC1373,306.16,72,Alternator,7.5057E+13
P1759,Brake Pad,Spec 759,Manufacturer B,6051066960,LIC6468,55.59,100,Battery,
P1760,Brake Pad,Spec 760,Manufacturer B,1156029867,LIC6970,175.2,64,Engine,
P1761,Brake Pad,Spec 761,Manufacturer A,5962857202,LIC9235,295.23,38,Engine,
P1762,Engine,Spec 762,Manufacturer A,5912343169,LIC1381,488.29,11,Spark Plug,
P1763,Battery,Spec 763,Manufacturer A,7262185523,LIC9391,347.3,75,Battery,
P1764,Brake Pad,Spec 764,Manufacturer B,9957503454,LIC9367,108.67,44,Battery,
P1765,Spark Plug,Spec 765,Manufacturer C,6157009962,LIC5733,85.67,73,Brake Pad,
P1766,Engine,Spec 766,Manufacturer A,9325227254,LIC6257,453.77,14,Battery,
P1767,Spark Plug,Spec 767,Manufacturer A,4491766373,LIC7896,176.69,30,Engine,
P1768,Spark Plug,Spec 768,Manufacturer A,9454168423,LIC8647,83.82,32,Engine,7.30728E+13
P1769,Spark Plug,Spec 769,Manufacturer B,4788275600,LIC6339,460.89,14,Engine,9.05343E+13
P1770,Spark Plug,Spec 770,Manufacturer A,3595901386,LIC1463,250.5,57,Battery,1.70873E+13
P1771,Brake Pad,Spec 771,Manufacturer B,3292825813,LIC4014,219.24,71,Battery,5.26357E+13
P1772,Engine,Spec 772,Manufacturer A,6424231698,LIC5586,470.08,21,Battery,2.34793E+13
P1773,Brake Pad,Spec 773,Manufacturer C,6414594629,LIC9930,426.96,66,Brake Pad,1.44639E+12
P1774,Battery,Spec 774,Manufacturer A,2334846288,LIC1151,413.65,98,Battery,8.4653E+13
P1775,Battery,Spec 775,Manufacturer C,1763893226,LIC2797,412.81,66,Spark Plug,9.99951E+13
P1776,Tire,Spec 776,Manufacturer A,8780836449,LIC3010,293.13,7,Engine,6.59714E+13
P1777,Tire,Spec 777,Manufacturer A,8864310163,LIC9916,322.02,11,Battery,4.20016E+13
P1778,Battery,Spec 778,Manufacturer C,2404004189,LIC7525,183.88,3,Alternator,2.65796E+13
P1779,Engine,Spec 779,Manufacturer B,1253859029,LIC6666,188.21,45,Engine,7.18084E+13
P1780,Battery,Spec 780,Manufacturer B,3076207715,LIC1155,168.71,8,Spark Plug,4.73965E+13
P1781,Engine,Spec 781,Manufacturer A,5502646655,LIC5647,441.37,33,Engine,
P1782,Battery,Spec 782,Manufacturer B,5489780719,LIC7720,300.05,47,Brake Pad,
P1783,Engine,Spec 783,Manufacturer B,8700034024,LIC8974,113.45,52,Battery,
P1784,Spark Plug,Spec 784,Manufacturer B,9514218478,LIC4141,307.35,89,Tire,8.16107E+13
P1785,Battery,Spec 785,Manufacturer A,1035474071,LIC6382,93.13,11,Alternator,8.21791E+13
P1786,Tire,Spec 786,Manufacturer C,8837223152,LIC7879,470.98,24,Battery,2.76022E+13
P1787,Battery,Spec 787,Manufacturer A,4824826488,LIC7273,397.79,60,Engine,6.57302E+13
P1788,Alternator,Spec 788,Manufacturer B,8923178171,LIC2117,484.03,41,Battery,8.89466E+13
P1789,Alternator,Spec 789,Manufacturer A,9852383243,LIC4899,389.19,79,Battery,7.8619E+11
P1790,Engine,Spec 790,Manufacturer C,5534139948,LIC2427,53.51,100,Tire,8.39974E+13
P1791,Engine,Spec 791,Manufacturer B,9528307009,LIC4411,270.85,86,Tire,9.45118E+13
P1792,Tire,Spec 792,Manufacturer B,3526990683,LIC3018,180.55,80,Tire,6.7586E+13
P1793,Engine,Spec 793,Manufacturer B,3662858121,LIC4946,487.68,7,Brake Pad,6.79142E+13
P1794,Tire,Spec 794,Manufacturer B,6074251195,LIC5056,274.13,4,Brake Pad,3.08378E+13
P1795,Brake Pad,Spec 795,Manufacturer A,2137100004,LIC4925,95.9,27,Battery,1.16173E+13
P1796,Battery,Spec 796,Manufacturer B,9825532252,LIC8852,209.26,16,Alternator,2.91013E+13
P1797,Battery,Spec 797,Manufacturer B,6255745620,LIC8352,375.12,56,Tire,2.04795E+13
P1798,Alternator,Spec 798,Manufacturer B,8377424439,LIC5402,143.33,72,Spark Plug,
P1799,Engine,Spec 799,Manufacturer B,4658839946,LIC5202,155.07,57,Brake Pad,5.88561E+13
P1800,Alternator,Spec 800,Manufacturer C,1504394429,LIC2428,186.97,16,Brake Pad,3.87171E+13
P1801,Alternator,Spec 801,Manufacturer B,2526158890,LIC8280,407.99,46,Battery,7.68946E+13
P1802,Brake Pad,Spec 802,Manufacturer B,6757756291,LIC7937,184.55,37,Engine,8.26861E+13
P1803,Battery,Spec 803,Manufacturer B,8155368750,LIC2347,481.33,36,Engine,1.23503E+13
P1804,Spark Plug,Spec 804,Manufacturer C,9108873076,LIC1550,228.54,22,Tire,9.88253E+13
P1805,Alternator,Spec 805,Manufacturer C,2419892185,LIC8164,260.63,30,Spark Plug,7.89532E+13
P1806,Engine,Spec 806,Manufacturer C,2280377315,LIC9041,51.8,41,Brake Pad,6.15319E+11
P1807,Brake Pad,Spec 807,Manufacturer C,9203899476,LIC6657,70.46,42,Engine,2.32375E+13
